BusinessEntityID,CustomerID,Title,FirstName,MiddleName,LastName,PhoneNumber,PhoneNumberType,EmailAddress,AddressType,AddressLine1,AddressLine2,City,StateProvinceName,PostalCode,CountryRegionName,CreditCardID,TerritoryID,Sales
1710,21403,Ms.,Lisa,K.,Roy,953-555-0100,Cell,lisa0@adventure-works.com,Home,6030 Winter Drive,NULL,Rockhampton,Queensland,4700,Australia,1643,9,5409.7375
1711,21867,Mr.,Michael,NULL,Ruggiero,227-555-0100,Cell,michael23@adventure-works.com,Home,"5501, rue Lauriston",NULL,Saint-Denis,Seine Saint Denis,93400,France,1934,7,15.4479
1712,21945,Ms.,Pearlie,J.,Rusek,633-555-0100,Home,pearlie0@adventure-works.com,Home,5154 Brannan Pl.,NULL,Seaford,Victoria,3198,Australia,7916,9,5399.8036
1713,22552,Ms.,Andrea,NULL,Rusko,587-555-0100,Cell,andrea0@adventure-works.com,Home,"4, avenue des Ternes",NULL,Pantin,Seine Saint Denis,93500,France,18844,7,23.7465
1714,22706,Mr.,Andy,NULL,Ruth,856-555-0100,Cell,andy2@adventure-works.com,Home,Kurfürstenstr 5444,NULL,Hamburg,Hessen,22001,Germany,10306,8,74.0019
1715,23079,Ms.,Justine,J.,Ryan,498-555-0100,Home,justine0@adventure-works.com,Home,2342 Tahoe Place,NULL,Warrnambool,Victoria,3280,Australia,1433,9,8.0444
1716,23605,Ms.,Deanna,N.,Sabella,529-555-0100,Home,deanna2@adventure-works.com,Home,Carlsplatz 4641,NULL,Salzgitter,Hessen,38231,Germany,1016,8,2591.1808
1717,23746,Mr.,Lane,NULL,Sacksteder,114-555-0100,Home,lane1@adventure-works.com,Home,"70, rue Georges-Clémenceau",NULL,Paris,Seine (Paris),75012,France,11004,7,596.689
1718,24075,Mr.,Peter,NULL,Saddow,132-555-0100,Home,peter5@adventure-works.com,Home,"15, avenue de la Gare",NULL,Boulogne-sur-Mer,Pas de Calais,62200,France,9627,7,76.2119
1719,11964,Ms.,Sharon,NULL,Salavaria,109-555-0100,Cell,sharon4@adventure-works.com,Home,5652 East View Place,NULL,East Brisbane,Queensland,4169,Australia,9055,9,9031.7508
1720,12669,Mr.,Irving,W,Schmidt,111-555-0100,Cell,irving0@adventure-works.com,Home,1408 Bonifacio St.,NULL,Coffs Harbour,New South Wales,2450,Australia,2236,9,7504.1637
1721,12741,Mr.,Raymond,NULL,Sam,313-555-0100,Cell,raymond1@adventure-works.com,Home,Kalkweg 43,NULL,Stuttgart,Saarland,70452,Germany,13828,8,44.1779
1722,12873,NULL,Mandar,NULL,Samant,129-555-0100,Home,mandar2@adventure-works.com,Home,1005 Valley Oak Plaza,NULL,London,England,SW6 SBY,United Kingdom,18395,10,6272.2448
1723,12903,Mr.,John,J,Sandstone,114-555-0100,Cell,john27@adventure-works.com,Home,2286 Sunset Way,NULL,Cliffside,British Columbia,V8Y 1L1,Canada,17144,6,2577.1694
1724,13020,Ms.,Madalena,J.,Sanchez,749-555-0100,Cell,madalena0@adventure-works.com,Home,6537 N Ranchford Court,NULL,Lavender Bay,New South Wales,2060,Australia,9954,9,2860.9426
1725,13228,Mr.,Thomas,T.,Sanchez,127-555-0100,Cell,thomas4@adventure-works.com,Home,8645 Michigan Blvd,NULL,Colma,California,94014,United States,4694,4,62.9519
1726,13512,Mr.,Ken,NULL,Sánchez,967-555-0100,Home,ken3@adventure-works.com,Home,"2, rue Malar",NULL,Les Ulis,Essonne,91940,France,6476,7,77.339
1727,13566,Mr.,Mikael,NULL,Sandberg,854-555-0100,Cell,mikael1@adventure-works.com,Home,Roßstr 6642,NULL,Solingen,Nordrhein-Westfalen,42651,Germany,15706,8,15.4479
1728,14016,Ms.,Mary,R.,Sandidge,113-555-0100,Cell,mary9@adventure-works.com,Home,9390 Janin Pl.,NULL,Milsons Point,New South Wales,2061,Australia,17100,9,133.7714
1729,14063,Mr.,Patrick,NULL,Sands,153-555-0100,Cell,patrick4@adventure-works.com,Home,9788 Thors Bay Road,NULL,Matraville,New South Wales,2036,Australia,18632,9,6272.2559
1730,14207,Sr.,José,E,Saraiva,356-555-0100,Cell,josé5@adventure-works.com,Home,Roßstr 7752,NULL,München,Hessen,80074,Germany,17334,8,9239.2366
1731,14689,Mr.,Lloyd,M.,Saunders,535-555-0100,Home,lloyd0@adventure-works.com,Home,"1, rue de l´Avenir",NULL,Chatou,Yveline,78400,France,17851,7,5.514
1732,14847,Mr.,Vadim,NULL,Sazanovich,958-555-0100,Home,vadim0@adventure-works.com,Home,8531 Bayter Court,NULL,W. York,England,BD1 4SJ,United Kingdom,10732,10,7431.7549
1733,14974,Mr.,K.,NULL,Saravan,156-555-0100,Home,k0@adventure-works.com,Home,3272 Ryan Court,NULL,London,England,SW1P 2NU,United Kingdom,2352,10,175.6398
1734,15096,Mr.,Gary,NULL,Schare,157-555-0100,Cell,gary4@adventure-works.com,Home,Kulmer Straße 36,NULL,Braunschweig,Nordrhein-Westfalen,38001,Germany,12836,8,77.339
1735,15622,Ms.,Yvonne,NULL,Schleger,155-555-0100,Home,yvonne2@adventure-works.com,Home,Charlottenstr 3918,NULL,Essen,Hamburg,45001,Germany,4285,8,3345.1887
1736,15789,Mr.,Steve,NULL,Schmidt,988-555-0100,Cell,steve3@adventure-works.com,Home,6126 North Sixth Street,NULL,Rockhampton,Queensland,4700,Australia,3767,9,4957.1055
1737,15807,Mr.,Scot,NULL,Schulte,910-555-0100,Cell,scot1@adventure-works.com,Home,5473 Olive Hill,NULL,Matraville,New South Wales,2036,Australia,847,9,77.9799
1738,15811,Ms.,Barbara,R.,Schultz,558-555-0100,Home,barbara7@adventure-works.com,Home,6321 Laguna Street,NULL,Silverwater,New South Wales,2264,Australia,3571,9,78.6318
1739,16130,Mr.,Mike,NULL,Seamans,210-555-0100,Home,mike5@adventure-works.com,Home,4678 Cardinal Dr.,NULL,Beverly Hills,California,90210,United States,92,4,68.4658
1740,16603,Mr.,Scott,NULL,Seely,209-555-0100,Home,scott11@adventure-works.com,Home,Berliner Platz 774,NULL,München,Hamburg,80074,Germany,18914,8,7735.6106
1741,16621,Ms.,Birgit,NULL,Seidel,492-555-0100,Cell,birgit0@adventure-works.com,Home,543 Northwood Drive,NULL,Bendigo,Victoria,3550,Australia,15389,9,81.6154
1742,16737,Mr.,Steven,NULL,Selikoff,861-555-0100,Cell,steven3@adventure-works.com,Home,8384 Golden Rain Road,NULL,Burien,Washington,98168,United States,5233,1,5.514
1743,16936,Ms.,Alice,J.,Serventi,116-555-0100,Home,alice3@adventure-works.com,Home,"103, avenue des Champs-Elysées",NULL,Paris La Defense,Hauts de Seine,92081,France,1405,7,70.6869
1744,17166,Mr.,Joshua,R.,Several,194-555-0100,Cell,joshua1@adventure-works.com,Home,3880 95th St.,NULL,Beaverton,Oregon,97005,United States,15322,1,5.514
1745,17326,Mr.,Paul,J.,Shakespear,880-555-0100,Home,paul4@adventure-works.com,Home,2368 Olivera Rd,NULL,Caloundra,Queensland,4551,Australia,3396,9,4936.8749
1746,24257,Mr.,Alan,NULL,Shen,484-555-0100,Cell,alan3@adventure-works.com,Home,9826 Olive Ave.,NULL,Sydney,New South Wales,1002,Australia,749,9,3061.4274
1747,24535,Mr.,David,B.,Shepard,192-555-0100,Home,david23@adventure-works.com,Home,"570, avenue des Ternes",NULL,Roncq,Nord,59223,France,11533,7,4.409
1748,24541,Ms.,Janet,NULL,Sheperdigian,943-555-0100,Cell,janet3@adventure-works.com,Home,9145 Paso Del Rio Way,NULL,Warrington,England,WA1,United Kingdom,5229,10,41.1834
1749,24561,Ms.,Megan,NULL,Sherman,361-555-0100,Home,megan2@adventure-works.com,Home,Wasserstr 64,NULL,Saarbrücken,Saarland,66001,Germany,8309,8,4.409
1750,24598,Ms.,Irma,J.,Sherwood,760-555-0100,Cell,irma0@adventure-works.com,Home,7323 Alan Drive,NULL,Hobart,Tasmania,7001,Australia,2583,9,4672.2826
1751,24705,Mr.,Daniel,NULL,Shimshoni,151-555-0100,Home,daniel1@adventure-works.com,Home,5690 Morgan Territory Rd,NULL,London,England,SW8 4BG,United Kingdom,3819,10,1276.8054
1752,24869,Ms.,Misty,NULL,Shock,185-555-0100,Home,misty0@adventure-works.com,Home,5959 C Olivera Rd,NULL,London,England,W1Y 3RA,United Kingdom,8584,10,44.1779
1753,25139,Mr.,Carlos,M.,Short,187-555-0100,Cell,carlos0@adventure-works.com,Home,6853 Hacienda,NULL,Brisbane,Queensland,4000,Australia,7245,9,66.8194
1754,25761,Mr.,Shish,NULL,Shridhar,715-555-0100,Cell,shish0@adventure-works.com,Home,886 Panoramic Drive,NULL,Gateshead,England,GA10,United Kingdom,17325,10,622.0708
1755,25946,Ms.,Britta,NULL,Simon,274-555-0100,Cell,britta1@adventure-works.com,Home,6441 Co Road,NULL,Wollongong,New South Wales,2500,Australia,9850,9,2070.304
1756,26292,Mr.,Marty,E.,Simpson,288-555-0100,Cell,marty0@adventure-works.com,Home,1937 Sycamore Drive,NULL,Bellingham,Washington,98225,United States,18892,1,4924.0328
1757,26717,Mr.,David,NULL,Simpson,115-555-0100,Cell,david24@adventure-works.com,Home,3956 Stonedale,NULL,Beaverton,Oregon,97005,United States,15055,1,2288.9187
1758,26869,Ms.,Anne,R.,Sims,886-555-0100,Home,anne0@adventure-works.com,Home,4932 La Jolla,NULL,Stoke-on-Trent,England,AS23,United Kingdom,14908,10,612.1369
1759,26952,Mr.,Mircea,Radu,Singer,575-555-0100,Cell,mircea0@adventure-works.com,Home,"7, impasse Ste-Madeleine",NULL,Lille,Nord,59000,France,9669,7,830.2307
1760,27040,Mr.,Paul,NULL,Singh,390-555-0100,Cell,paul5@adventure-works.com,Home,371 Westwood Court,NULL,Burbank,Ohio,44214,United States,13682,2,8.0444
1761,27505,Ms.,Bonnie,L.,Skelly,641-555-0100,Home,bonnie3@adventure-works.com,Home,6091 MountainAire Parkway,NULL,Burlingame,California,94010,United States,16311,4,28.1554
1762,27858,Mr.,Anders,B,Skjønaa,685-555-0100,Home,anders0@adventure-works.com,Home,Alderstr 8139,NULL,Bonn,Hamburg,53131,Germany,3868,8,83.3944
1763,27928,Ms.,Dianne,K.,Slattengren,204-555-0100,Cell,dianne0@adventure-works.com,Home,1574 Hudson Ave.,NULL,Maidenhead,England,SL67RJ,United Kingdom,7563,10,1238.1415
1764,27934,Ms.,Lanna,A.,Slaven,962-555-0100,Home,lanna0@adventure-works.com,Home,"70, rue de Cambrai",NULL,Les Ulis,Essonne,91940,France,18984,7,5.514
1765,27948,Ms.,Cathy,J.,Sloan,756-555-0100,Home,cathy0@adventure-works.com,Home,Marketplatz 75,NULL,München,Hamburg,80074,Germany,2457,8,2715.3497
1766,27972,Mr.,Leonard,J.,Smith,128-555-0100,Cell,leonard0@adventure-works.com,Home,8483 Arizona Drive,NULL,Port Macquarie,New South Wales,2444,Australia,2911,9,75.0627
1767,28437,Ms.,Mary,J.,Smith,941-555-0100,Cell,mary10@adventure-works.com,Home,4911 Peachwillow Lane,NULL,Milton Keynes,England,MK8 8DF,United Kingdom,9143,10,627.3748
1768,28560,Ms.,Peggy,R.,Smith,153-555-0100,Home,peggy1@adventure-works.com,Home,"28, rue Henri Gagnon",NULL,Croix,Nord,59170,France,8711,7,2288.9187
1769,28584,Mr.,Rolando,T.,Smith,284-555-0100,Cell,rolando0@adventure-works.com,Home,3771 Concerto Circle,NULL,Berkeley,California,94704,United States,16746,4,3953.9884
1770,28678,Mr.,Ben,NULL,Adams,182-555-0100,Home,ben2@adventure-works.com,Home,1534 Land Ave,NULL,Bremerton,Washington,98312,United States,10049,1,4793.0039
1771,28875,Ms.,Denise,NULL,Smith,326-555-0100,Cell,denise2@adventure-works.com,Home,"44, rue Saint-Lazare",NULL,Roncq,Nord,59223,France,9675,7,44.1779
1772,29283,Mr.,Jeff,NULL,Smith,515-555-0100,Home,jeff4@adventure-works.com,Home,6992 Tara St.,NULL,Concord,California,94519,United States,483,4,59.659
1773,29407,Ms.,Samantha,NULL,Smith,978-555-0100,Cell,samantha1@adventure-works.com,Home,9021 Onley Dr,NULL,Cheltenham,England,GL50,United Kingdom,6545,10,2709.5042
1774,17641,Ms.,Lorrin,G.,Smith-Bates,129-555-0100,Home,lorrin0@adventure-works.com,Home,"11, quai de l´ Iton",NULL,Pantin,Seine Saint Denis,93500,France,17398,7,3023.7413
1775,17708,Mr.,Timothy,NULL,Sneath,385-555-0100,Home,timothy1@adventure-works.com,Home,3001 Hanson Lane,NULL,Gloucestershire,England,GL7 1RY,United Kingdom,7173,10,135.8708
1776,17900,Ms.,Victoria,L.,Snowden,574-555-0100,Cell,victoria0@adventure-works.com,Home,"8, rue de l´Avenir",NULL,Paris,Seine (Paris),75019,France,5363,7,3040.3163
1777,18145,Mr.,David,NULL,So,349-555-0100,Cell,david25@adventure-works.com,Home,Marketplatz 5193,NULL,Bonn,Nordrhein-Westfalen,53131,Germany,1488,8,79.5269
1778,18295,Mr.,Ajay,NULL,Solanki,193-555-0100,Home,ajay1@adventure-works.com,Home,5486 Olivera Road,NULL,Brisbane,Queensland,4000,Australia,14282,9,159.4184
1779,19068,NULL,Alma,L.,Son,149-555-0100,Home,alma1@adventure-works.com,Home,Kurfürstenstr 4124,NULL,Werne,Nordrhein-Westfalen,59368,Germany,8017,8,71.7919
1780,19073,Ms.,Lolan,NULL,Song,504-555-0100,Home,lolan1@adventure-works.com,Home,1830 Shore Rd.,NULL,Warrington,England,WA1,United Kingdom,17136,10,5260.1537
1781,19154,Mr.,William,K.,Sotelo,819-555-0100,Home,william5@adventure-works.com,Home,5629 Seagull Court,NULL,Bremerton,Washington,98312,United States,9580,1,77.339
1782,19254,Sr.,Anibal,NULL,Sousa,283-555-0100,Cell,anibal1@adventure-works.com,Home,Essener Straße 18,NULL,Bottrop,Nordrhein-Westfalen,46236,Germany,4183,8,2985.0774
1783,19303,Ms.,Sylvia,N.,Spencer,173-555-0100,Cell,sylvia1@adventure-works.com,Home,"52, rue Malar",NULL,Saint Germain en Laye,Yveline,78100,France,13094,7,44.1779
1784,19960,Mr.,Phil,NULL,Spencer,161-555-0100,Cell,phil0@adventure-works.com,Home,9208 West Rd,NULL,South Melbourne,Victoria,3205,Australia,15584,9,6762.7216
2380,17851,NULL,Warren,A,Tang,1 (11) 500 555-0118,Cell,warren0@adventure-works.com,Home,Marienplatz 50,NULL,Hof,Bayern,95010,Germany,6791,8,54.6754
2381,25660,NULL,Warren,S,Pal,1 (11) 500 555-0165,Home,warren1@adventure-works.com,Home,"8, rue de l´Avenir",NULL,Drancy,Seine Saint Denis,93700,France,13962,7,1918.2579
2382,21806,NULL,Kelvin,K,Xie,499-555-0116,Home,kelvin0@adventure-works.com,Home,2356 Shady Ln.,NULL,Burbank,California,91502,United States,5196,4,16.5529
2383,24062,NULL,Crystal,L,Cai,1 (11) 500 555-0189,Cell,crystal0@adventure-works.com,Home,"76bis, boulevard du Montparnasse",NULL,Orly,Val de Marne,94310,France,1657,7,32.034
2384,12298,NULL,Crystal,NULL,Zeng,1 (11) 500 555-0184,Home,crystal1@adventure-works.com,Home,Auf Der Steige 6,NULL,Neunkirchen,Saarland,66578,Germany,2391,8,8899.0177
2385,25311,NULL,Laura,M,Zhang,1 (11) 500 555-0149,Cell,laura7@adventure-works.com,Home,"5, rue des Bouchers",NULL,Orleans,Loiret,45000,France,10676,7,1918.2579
2386,26146,NULL,Laura,L,Wang,1 (11) 500 555-0134,Home,laura8@adventure-works.com,Home,4006 Sunny Ave.,NULL,Hervey Bay,Queensland,4655,Australia,6465,9,77.339
2387,29449,NULL,Laura,C,Chen,1 (11) 500 555-0166,Cell,laura9@adventure-works.com,Home,Winter der Böck 254,NULL,Salzgitter,Hessen,38231,Germany,759,8,3756.989
2388,20933,NULL,Laura,O,Li,1 (11) 500 555-0145,Cell,laura10@adventure-works.com,Home,9965 V. Street,NULL,Oxford,England,OX1,United Kingdom,14128,10,2783.4619
2389,19998,NULL,Laura,NULL,Liu,121-555-0179,Home,laura11@adventure-works.com,Home,5840 Delta Fair Blvd.,NULL,Colma,California,94014,United States,18606,4,1276.8054
2390,18185,NULL,Laura,P,Huang,1 (11) 500 555-0129,Home,laura12@adventure-works.com,Home,Buergermeister-ulrich-str 90,NULL,Leipzig,Nordrhein-Westfalen,04139,Germany,12157,8,3682.2882
2391,20615,NULL,Laura,NULL,Wu,1 (11) 500 555-0188,Home,laura13@adventure-works.com,Home,4746 Clear Court,# 61,Matraville,New South Wales,2036,Australia,17735,9,6696.8526
2392,21103,NULL,Francis,NULL,Hernandez,1 (11) 500 555-0187,Cell,francis1@adventure-works.com,Home,3708 Montana,NULL,Cheltenham,England,GL50,United Kingdom,3924,10,2770.1798
2393,11462,NULL,Laura,L,Lin,1 (11) 500 555-0151,Cell,laura14@adventure-works.com,Home,3378 Coldwater Drive,NULL,Matraville,New South Wales,2036,Australia,11415,9,8968.5447
2394,12683,NULL,Laura,D,Zhou,1 (11) 500 555-0170,Home,laura15@adventure-works.com,Home,6463 Landover Ln,NULL,Hervey Bay,Queensland,4655,Australia,175,9,7515.6019
2395,12867,NULL,Laura,J,Ye,1 (11) 500 555-0196,Home,laura16@adventure-works.com,Home,Dunckerstr 55,NULL,Paderborn,Nordrhein-Westfalen,33098,Germany,9529,8,4824.8827
2396,24589,NULL,Laura,T,Zhao,1 (11) 500 555-0198,Home,laura17@adventure-works.com,Home,8206 Green Valley Road,NULL,East Brisbane,Queensland,4169,Australia,3824,9,76.2119
2397,27730,NULL,Isabella,NULL,Cox,377-555-0164,Home,isabella0@adventure-works.com,Home,4304 Dos Rios Drive,NULL,Ballard,Washington,98107,United States,12128,1,4.409
2398,16287,NULL,Laura,D,Xu,1 (11) 500 555-0170,Cell,laura18@adventure-works.com,Home,8138 Golf Club Road,NULL,London,England,SW1P 2NU,United Kingdom,12978,10,5015.421
2399,28869,NULL,Isabella,J,Howard,125-555-0175,Home,isabella1@adventure-works.com,Home,673 Noah Court,NULL,Port Orchard,Washington,98366,United States,5857,1,4812.9491
2400,29439,NULL,Laura,M,Zhu,1 (11) 500 555-0197,Cell,laura19@adventure-works.com,Home,9621 Alamo Court,NULL,High Wycombe,England,HP10 9QY,United Kingdom,18171,10,26.2769
2401,22029,NULL,Laura,NULL,Gao,1 (11) 500 555-0148,Cell,laura20@adventure-works.com,Home,82 Mt. Dell Dr.,NULL,Silverwater,New South Wales,2264,Australia,3316,9,34.2219
2402,14830,NULL,Isabella,NULL,Ward,1 (11) 500 555-0165,Cell,isabella2@adventure-works.com,Home,Zimmerstr 466,NULL,Saarlouis,Saarland,66740,Germany,17464,8,9222.6395
2403,24503,NULL,Laura,L,Ma,1 (11) 500 555-0185,Cell,laura21@adventure-works.com,Home,6432 Maywood Ln.,NULL,Goulburn,New South Wales,2580,Australia,17903,9,3997.7022
2404,21552,NULL,Francis,NULL,Alvarez,1 (11) 500 555-0176,Cell,francis2@adventure-works.com,Home,5287 Race Road,NULL,Brisbane,Queensland,4000,Australia,528,9,5110.5284
2405,18107,NULL,Laura,NULL,Liang,723-555-0141,Home,laura22@adventure-works.com,Home,6828 Benedict Court,NULL,Burlingame,California,94010,United States,730,4,15.4479
2406,13488,NULL,Laura,S,Guo,239-555-0137,Home,laura23@adventure-works.com,Home,4787 R St.,NULL,Bellingham,Washington,98225,United States,9249,1,156.8879
2407,24692,NULL,Laura,W,He,1 (11) 500 555-0129,Cell,laura24@adventure-works.com,Home,Postfach 90 92 92,NULL,Hamburg,Hamburg,20354,Germany,7601,8,43.0729
2408,25441,NULL,Isabella,NULL,Torres,905-555-0117,Cell,isabella3@adventure-works.com,Home,1955 Montgomery Ave,NULL,National City,California,91950,United States,2902,4,79.0959
2409,16701,NULL,Laura,NULL,Zheng,1 (11) 500 555-0110,Cell,laura25@adventure-works.com,Home,4428 Jones Rd.,NULL,North Ryde,New South Wales,2113,Australia,16032,9,4891.5478
2410,29203,NULL,Laura,NULL,Hu,402-555-0192,Home,laura26@adventure-works.com,Home,8502 Diver Way,NULL,Chula Vista,California,91910,United States,11144,4,4789.7331
2411,21113,NULL,Laura,L,Cai,1 (11) 500 555-0163,Cell,laura27@adventure-works.com,Home,"8, rue des Vendangeurs",NULL,Paris,Seine (Paris),75012,France,2529,7,26.2769
2412,28080,NULL,Isabella,NULL,Peterson,182-555-0156,Home,isabella4@adventure-works.com,Home,6868 Firestone,NULL,Victoria,British Columbia,V8V,Canada,8590,6,44.1779
2413,17205,NULL,Lisa,J,Wang,1 (11) 500 555-0152,Cell,lisa4@adventure-works.com,Home,2530 Seeno St,NULL,Wokingham,England,RG41 1QW,United Kingdom,11164,10,82.8529
2414,16820,NULL,Isabella,NULL,Gray,438-555-0150,Cell,isabella5@adventure-works.com,Home,6400 St. John Lane,NULL,Port Hammond,British Columbia,V6B 3P7,Canada,11294,6,3555.658
2415,28514,NULL,Lisa,S,Chen,1 (11) 500 555-0130,Home,lisa5@adventure-works.com,Home,"109, avenue des Ternes",NULL,Les Ulis,Essonne,91940,France,4817,7,87.2729
2416,11495,NULL,Francis,NULL,Jimenez,1 (11) 500 555-0143,Cell,francis3@adventure-works.com,Home,Curieweg 3991,NULL,Bonn,Nordrhein-Westfalen,53131,Germany,9099,8,15.4479
2417,24600,NULL,Lisa,J,Li,1 (11) 500 555-0189,Cell,lisa6@adventure-works.com,Home,3852 Northridge Dr.,NULL,Geelong,Victoria,3220,Australia,2828,9,5.514
2418,17584,NULL,Lisa,J,Liu,153-555-0188,Cell,lisa7@adventure-works.com,Home,4310 Chickpea Ct.,NULL,Burbank,California,91502,United States,16443,4,44.1779
2419,24640,NULL,Lisa,NULL,Yang,986-555-0135,Cell,lisa8@adventure-works.com,Home,7549 Longview Rd.,NULL,Beverly Hills,California,90210,United States,12335,4,2673.0613
2420,14102,NULL,Lisa,L,Huang,1 (11) 500 555-0168,Home,lisa9@adventure-works.com,Home,9762 Alvecedo,NULL,North Ryde,New South Wales,2113,Australia,15288,9,4052.2888
2421,26158,NULL,Lisa,NULL,Wu,1 (11) 500 555-0127,Cell,lisa10@adventure-works.com,Home,8426 Easley Dr.,NULL,Melton,Victoria,3337,Australia,4118,9,104.4004
2422,17979,NULL,Lisa,A,Lin,1 (11) 500 555-0136,Cell,lisa11@adventure-works.com,Home,4893 Crane Court,NULL,Runcorn,England,TY31,United Kingdom,10059,10,3316.1299
2423,13809,NULL,Lisa,L,Zhou,1 (11) 500 555-0153,Home,lisa12@adventure-works.com,Home,9739 Benedict Court,NULL,Milton Keynes,England,MK8 8DF,United Kingdom,14610,10,125.9258
2424,27855,NULL,Lisa,L,Ye,1 (11) 500 555-0112,Cell,lisa13@adventure-works.com,Home,Carlsplatz 45,NULL,Ingolstadt,Bayern,85049,Germany,15777,8,26.2769
2425,19859,NULL,Lisa,C,Zhao,432-555-0153,Home,lisa14@adventure-works.com,Home,491 Cali,NULL,Burlingame,California,94010,United States,14881,4,77.339
2426,16425,NULL,Lisa,S,Lu,1 (11) 500 555-0196,Home,lisa15@adventure-works.com,Home,"70, rue Georges-Clémenceau",NULL,Roissy en Brie,Seine et Marne,77680,France,8374,7,6319.1553
2427,26962,NULL,Francis,A,Moreno,1 (11) 500 555-0114,Home,francis4@adventure-works.com,Home,8634 Lake Meadow Circle,NULL,Runcorn,England,TY31,United Kingdom,9965,10,612.1369
2428,24215,NULL,Lisa,NULL,Xu,1 (11) 500 555-0111,Home,lisa16@adventure-works.com,Home,Höhenstr 7477,NULL,München,Hamburg,80074,Germany,11987,8,98.3119
2429,15059,NULL,Lisa,R,Zhu,1 (11) 500 555-0175,Cell,lisa17@adventure-works.com,Home,3359 Northwood Dr,NULL,Woolston,England,WA1 4SY,United Kingdom,11872,10,7506.8618
2430,19753,NULL,Lisa,A,Gao,1 (11) 500 555-0166,Home,lisa18@adventure-works.com,Home,3326 Icicle Ct.,NULL,North Sydney,New South Wales,2055,Australia,5865,9,5.514
2431,14710,NULL,Lisa,C,Ma,1 (11) 500 555-0160,Cell,lisa19@adventure-works.com,Home,Auf den Kuhlen Straße 2,NULL,Hamburg,Hamburg,20354,Germany,5119,8,44.189
2432,19530,NULL,Lisa,NULL,Liang,644-555-0144,Cell,lisa20@adventure-works.com,Home,639 Bird Drive,NULL,Burlingame,California,94010,United States,12975,4,1238.1415
2433,17314,NULL,Lisa,S,Guo,1 (11) 500 555-0133,Cell,lisa21@adventure-works.com,Home,7464 Mozden Lane,NULL,Wollongong,New South Wales,2500,Australia,4082,9,87.2509
2434,13846,NULL,Lisa,R,Zheng,1 (11) 500 555-0198,Home,lisa22@adventure-works.com,Home,8360 Frisbie Court,NULL,Newcastle upon Tyne,England,NT20,United Kingdom,10454,10,6556.2413
2435,21118,NULL,Lisa,L,Hu,1 (11) 500 555-0164,Cell,lisa23@adventure-works.com,Home,7489 Relief Valley Ct,NULL,Kirkby,England,KB9,United Kingdom,3169,10,38.6529
2436,11241,NULL,Lisa,NULL,Cai,1 (11) 500 555-0125,Home,lisa24@adventure-works.com,Home,"102, rue de Berri",NULL,Les Ulis,Essonne,91940,France,12125,7,12673.4532
2437,19480,NULL,Lisa,R,Zeng,1 (11) 500 555-0179,Cell,lisa25@adventure-works.com,Home,Midi-Couleurs,NULL,Courbevoie,Hauts de Seine,92400,France,17623,7,2137.8988
2438,15481,NULL,Jamie,M,Zhang,238-555-0175,Cell,jamie2@adventure-works.com,Home,267 Aspen Drive,NULL,Burlingame,California,94010,United States,11890,4,3484.0209
